LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,NAMA_KAB,NAMA_PROP
1.226,100.934,320.3,1,1,"PyQt4.QtCore.QDate(2014, 2, 14)",1852,A,100,5.1,293.5,23.1,Rokan Hulu,RIAU
1.214,100.876,311.9,2.3,1.5,"PyQt4.QtCore.QDate(2014, 4, 12)",626,A,45,5.1,292.1,24.2,Rokan Hulu,RIAU
