LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,NAMA_KAB,NAMA_PROP
-0.415,102.714,315.7,1,1,"PyQt4.QtCore.QDate(2014, 4, 3)",334,T,45,5.1,287.2,10.5,Indragiri Hilir,RIAU
-0.52,102.759,315.4,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 29)",1835,A,88,5.1,279.1,27.3,Indragiri Hilir,RIAU
-0.51,102.76,314.7,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 29)",1835,A,86,5.1,278,26.1,Indragiri Hilir,RIAU
-0.512,102.75,311.3,1,1,"PyQt4.QtCore.QDate(2014, 3, 29)",1537,T,74,5.1,287.6,14,Indragiri Hilir,RIAU
-0.511,102.759,305.8,1,1,"PyQt4.QtCore.QDate(2014, 3, 29)",1537,T,38,5.1,287.4,8.7,Indragiri Hilir,RIAU
-0.527,102.707,305.4,1,1,"PyQt4.QtCore.QDate(2014, 3, 29)",1537,T,31,5.1,288,8.4,Indragiri Hilir,RIAU
-0.521,102.751,338.1,1,1,"PyQt4.QtCore.QDate(2014, 3, 29)",1537,T,100,5.1,291.4,49.9,Indragiri Hilir,RIAU
-0.52,102.76,319,1,1,"PyQt4.QtCore.QDate(2014, 3, 29)",1537,T,97,5.1,289.1,21.7,Indragiri Hilir,RIAU
-0.114,102.925,310.9,3.2,1.7,"PyQt4.QtCore.QDate(2014, 3, 28)",411,T,36,5.1,292.9,45.9,Indragiri Hilir,RIAU
-0.522,102.751,308.2,1.1,1.1,"PyQt4.QtCore.QDate(2014, 3, 18)",1853,A,59,5.1,287.2,17.6,Indragiri Hilir,RIAU
0.033,103.125,306.1,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,41,5.1,293.2,9.3,Indragiri Hilir,RIAU
0.004,103.257,306.5,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,46,5.1,293.8,9.3,Indragiri Hilir,RIAU
-0.012,103.21,328.2,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,293.1,36.8,Indragiri Hilir,RIAU
-0.01,103.22,305.3,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,27,5.1,292.7,7.9,Indragiri Hilir,RIAU
-0.159,103,305.4,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,28,5.1,290.3,7.6,Indragiri Hilir,RIAU
-0.166,103.02,320.2,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,292.4,23.5,Indragiri Hilir,RIAU
-0.363,102.926,331.6,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,294.1,39.5,Indragiri Hilir,RIAU
-0.362,102.936,322.6,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,294.1,25.4,Indragiri Hilir,RIAU
-0.373,102.928,332.6,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,295.1,40.6,Indragiri Hilir,RIAU
-0.371,102.937,324.7,1.1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,295,27.9,Indragiri Hilir,RIAU
-0.407,102.885,312.4,1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,79,5.1,293.8,13.3,Indragiri Hilir,RIAU
-0.405,102.894,355.9,1,1,"PyQt4.QtCore.QDate(2014, 2, 16)",1543,T,100,5.1,295.2,90.7,Indragiri Hilir,RIAU
-0.423,102.708,321.7,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 18)",631,A,41,5.1,299.2,20.4,Indragiri Hilir,RIAU
-0.177,102.787,316.1,1.1,1,"PyQt4.QtCore.QDate(2014, 4, 26)",637,A,56,5.1,296.8,12.6,Indragiri Hilir,RIAU
-0.55,102.691,321,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,293.2,25.6,Indragiri Hilir,RIAU
-0.542,102.698,310.2,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,70,5.1,292,11.9,Indragiri Hilir,RIAU
-0.54,102.689,320.9,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,293.1,24.7,Indragiri Hilir,RIAU
-0.468,103.068,313,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,80,5.1,291.6,15.6,Indragiri Hilir,RIAU
-0.006,103.128,311.9,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,77,5.1,292.7,13.4,Indragiri Hilir,RIAU
-0.005,103.119,326.6,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,293.9,31.1,Indragiri Hilir,RIAU
0.003,103.13,339,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,296.9,50.1,Indragiri Hilir,RIAU
0.004,103.121,333.1,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,295.6,39.9,Indragiri Hilir,RIAU
0.011,103.14,323.7,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,293.6,26.9,Indragiri Hilir,RIAU
0.012,103.131,347.3,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,100,5.1,296.9,66.5,Indragiri Hilir,RIAU
0.022,103.123,315.6,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1840,A,86,5.1,293,16.5,Indragiri Hilir,RIAU
0.018,103.131,324.4,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 4)",619,A,77,5.1,296.8,55.5,Indragiri Hilir,RIAU
0.016,103.117,319.4,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 4)",619,A,46,5.1,295.6,38.7,Indragiri Hilir,RIAU
0.019,103.136,324.3,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 4)",619,A,77,5.1,296.5,54.2,Indragiri Hilir,RIAU
0.014,103.119,315.1,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,22,5.1,292.5,15.4,Indragiri Hilir,RIAU
0.005,103.12,340,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,294.9,54.4,Indragiri Hilir,RIAU
0.007,103.13,357.1,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,296.5,96,Indragiri Hilir,RIAU
-0.005,103.112,322.1,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,293,25.8,Indragiri Hilir,RIAU
-0.004,103.121,348.5,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,295.7,74.6,Indragiri Hilir,RIAU
0.004,103.248,305.4,1.1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,28,5.1,291.5,8.3,Indragiri Hilir,RIAU
-0.544,102.695,326.2,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,294.4,30.5,Indragiri Hilir,RIAU
-0.554,102.687,333.5,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,100,5.1,295.4,41.8,Indragiri Hilir,RIAU
-0.553,102.696,305.5,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,10,5.1,293.2,7,Indragiri Hilir,RIAU
-0.563,102.688,319,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,97,5.1,293.3,21.3,Indragiri Hilir,RIAU
-0.562,102.697,306.6,1,1,"PyQt4.QtCore.QDate(2014, 3, 4)",1543,T,30,5.1,293.2,8.2,Indragiri Hilir,RIAU
-0.416,102.706,317.9,1,1,"PyQt4.QtCore.QDate(2014, 4, 26)",340,T,67,5.1,298,11.3,Indragiri Hilir,RIAU
-0.121,102.956,317.4,1,1,"PyQt4.QtCore.QDate(2014, 4, 26)",340,T,42,5.1,294.7,12.4,Indragiri Hilir,RIAU
-0.538,102.703,311.3,2,1.4,"PyQt4.QtCore.QDate(2014, 3, 15)",1822,A,74,5.1,285.8,39.8,Indragiri Hilir,RIAU
-0.521,102.758,307.7,1.9,1.4,"PyQt4.QtCore.QDate(2014, 3, 15)",1822,A,56,5.1,284.7,31.2,Indragiri Hilir,RIAU
-0.065,103.027,307.1,1.9,1.3,"PyQt4.QtCore.QDate(2014, 3, 15)",1822,A,51,5.1,284.7,31.1,Indragiri Hilir,RIAU
-0.007,103.216,309.1,1.8,1.3,"PyQt4.QtCore.QDate(2014, 3, 15)",1822,A,64,5.1,282,31.4,Indragiri Hilir,RIAU
0.128,103.242,310.2,1.8,1.3,"PyQt4.QtCore.QDate(2014, 3, 15)",1822,A,70,5.1,280.8,35.2,Indragiri Hilir,RIAU
0.128,103.226,314.1,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,84,5.1,281.6,24.6,Indragiri Hilir,RIAU
0.129,103.238,318.3,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,96,5.1,280.6,31.3,Indragiri Hilir,RIAU
0.118,103.228,306.3,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,44,5.1,280.8,15.6,Indragiri Hilir,RIAU
0.071,103.257,310.8,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,73,5.1,280.6,21.1,Indragiri Hilir,RIAU
-0.008,103.206,327.4,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,100,5.1,282.1,46.5,Indragiri Hilir,RIAU
-0.006,103.217,310.2,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,70,5.1,282.5,18.1,Indragiri Hilir,RIAU
-0.018,103.208,309.9,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,69,5.1,282.5,18.8,Indragiri Hilir,RIAU
-0.066,103.018,317.7,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,94,5.1,279.4,29.3,Indragiri Hilir,RIAU
-0.076,103.02,315.8,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,87,5.1,278.4,26.2,Indragiri Hilir,RIAU
-0.076,103.015,311.1,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,70,5.1,277.1,18.1,Indragiri Hilir,RIAU
-0.074,103.026,311.3,1.3,1.1,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,56,5.1,278.6,19,Indragiri Hilir,RIAU
-0.523,102.742,317.9,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,95,5.1,286.7,35,Indragiri Hilir,RIAU
-0.522,102.754,309,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,54,5.1,285.3,20.3,Indragiri Hilir,RIAU
-0.541,102.695,321.7,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,100,5.1,287,40.7,Indragiri Hilir,RIAU
-0.539,102.707,311.3,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,64,5.1,287.4,22.3,Indragiri Hilir,RIAU
-0.551,102.696,310.3,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,69,5.1,288.2,20.7,Indragiri Hilir,RIAU
-0.549,102.709,307.9,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 15)",1525,T,54,5.1,287.9,17.2,Indragiri Hilir,RIAU
0.009,103.122,309.6,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 2)",1852,A,56,5.1,291,14.3,Indragiri Hilir,RIAU
0.019,103.124,313.7,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 2)",1852,A,79,5.1,291.1,18.6,Indragiri Hilir,RIAU
0.025,103.146,311.5,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 2)",1852,A,59,5.1,289.1,17.2,Indragiri Hilir,RIAU
0.027,103.135,327.5,1.2,1.1,"PyQt4.QtCore.QDate(2014, 3, 2)",1852,A,100,5.1,292,39.8,Indragiri Hilir,RIAU
0.03,103.137,319.8,1.7,1.3,"PyQt4.QtCore.QDate(2014, 3, 2)",1556,T,95,5.1,291.4,44.1,Indragiri Hilir,RIAU
0.016,103.124,309.7,1.6,1.3,"PyQt4.QtCore.QDate(2014, 3, 2)",1556,T,44,5.1,291.6,22.8,Indragiri Hilir,RIAU
-0.045,103.014,307.6,1.6,1.3,"PyQt4.QtCore.QDate(2014, 3, 2)",1556,T,51,5.1,291,17,Indragiri Hilir,RIAU
